Row ID,Order ID,Order Date,Region,Category,Sub-Category,Segment,Sales,Profit,Discount,Quantity
55,ORD-1054,2022-04-30,Central,Technology,Accessories,Consumer,30.21,6.18,0.0,1
56,ORD-1055,2023-03-30,Central,Furniture,Bookcases,Corporate,769.63,167.16,0.0,6
57,ORD-1056,2022-10-09,Central,Office Supplies,Storage,Corporate,86.57,9.12,0.0,7
58,ORD-1057,2021-01-21,East,Furniture,Bookcases,Corporate,484.4,81.96,0.0,3
59,ORD-1058,2023-04-21,Central,Furniture,Chairs,Consumer,183.73,17.42,0.2,6
60,ORD-1059,2021-06-16,Central,Technology,Accessories,Corporate,168.74,27.56,0.0,3
61,ORD-1060,2021-10-01,West,Technology,Phones,Corporate,71.25,16.69,0.1,2
62,ORD-1061,2022-01-23,Central,Furniture,Tables,Home Office,429.02,44.76,0.3,6
63,ORD-1062,2022-08-24,West,Office Supplies,Paper,Home Office,456.52,9.54,0.2,5
64,ORD-1063,2021-11-12,West,Furniture,Bookcases,Home Office,78.89,8.05,0.2,2
65,ORD-1064,2021-01-14,South,Office Supplies,Storage,Corporate,720.0,102.69,0.1,7
66,ORD-1065,2021-08-30,East,Office Supplies,Paper,Consumer,783.57,136.96,0.3,5
67,ORD-1066,2023-02-16,Central,Technology,Phones,Corporate,338.23,39.43,0.0,7
68,ORD-1067,2021-12-12,East,Furniture,Tables,Corporate,544.08,124.33,0.0,1
69,ORD-1068,2022-07-19,West,Furniture,Bookcases,Home Office,643.93,165.0,0.2,4
70,ORD-1069,2023-06-17,East,Office Supplies,Binders,Consumer,205.78,53.83,0.1,6
71,ORD-1070,2021-12-06,East,Technology,Phones,Home Office,490.49,131.97,0.1,4
72,ORD-1071,2021-04-02,South,Technology,Accessories,Corporate,756.64,61.66,0.1,7
73,ORD-1072,2022-01-02,Central,Furniture,Bookcases,Home Office,272.71,6.52,0.1,7
74,ORD-1073,2022-03-31,Central,Technology,Machines,Corporate,594.01,34.43,0.0,5
75,ORD-1074,2022-03-04,South,Furniture,Chairs,Home Office,703.63,124.14,0.0,2
76,ORD-1075,2022-05-24,Central,Office Supplies,Binders,Consumer,730.29,111.4,0.0,2
77,ORD-1076,2023-02-15,South,Office Supplies,Binders,Corporate,663.58,110.88,0.2,4
78,ORD-1077,2021-02-04,South,Furniture,Chairs,Corporate,667.91,115.43,0.0,6
79,ORD-1078,2021-07-25,Central,Technology,Accessories,Corporate,302.95,41.91,0.0,4
80,ORD-1079,2021-03-22,East,Office Supplies,Storage,Home Office,780.15,1.59,0.3,2
81,ORD-1080,2022-07-16,West,Office Supplies,Paper,Home Office,461.31,119.19,0.2,1
82,ORD-1081,2023-05-22,East,Office Supplies,Paper,Corporate,398.13,52.0,0.0,2
83,ORD-1082,2022-01-23,Central,Office Supplies,Storage,Home Office,514.11,28.49,0.2,6
84,ORD-1083,2021-01-02,Central,Technology,Accessories,Home Office,671.25,-0.21,0.3,5
85,ORD-1084,2022-01-25,West,Furniture,Chairs,Corporate,153.91,30.01,0.2,6
86,ORD-1085,2022-07-20,East,Furniture,Chairs,Consumer,733.15,215.92,0.0,1
87,ORD-1086,2021-04-16,Central,Technology,Machines,Home Office,233.76,40.11,0.0,6
88,ORD-1087,2023-02-11,East,Office Supplies,Binders,Consumer,667.2,14.66,0.2,6
89,ORD-1088,2023-04-02,Central,Furniture,Tables,Corporate,126.77,16.47,0.0,3
90,ORD-1089,2022-04-22,Central,Office Supplies,Storage,Home Office,485.98,72.86,0.3,5
91,ORD-1090,2022-12-04,East,Office Supplies,Paper,Corporate,156.79,47.26,0.0,5
92,ORD-1091,2022-02-06,East,Furniture,Tables,Corporate,318.85,46.75,0.1,2
93,ORD-1092,2022-12-31,West,Office Supplies,Paper,Corporate,149.7,6.78,0.2,5
94,ORD-1093,2022-07-10,West,Office Supplies,Paper,Corporate,490.46,19.85,0.1,3
95,ORD-1094,2021-06-11,Central,Furniture,Tables,Home Office,245.18,57.53,0.3,3
96,ORD-1095,2021-07-21,East,Technology,Phones,Consumer,251.75,69.18,0.2,7
97,ORD-1096,2021-09-27,Central,Technology,Machines,Home Office,537.66,32.53,0.1,1
98,ORD-1097,2023-05-13,Central,Office Supplies,Storage,Consumer,230.53,15.83,0.2,3
99,ORD-1098,2023-03-27,Central,Furniture,Tables,Consumer,676.39,134.54,0.0,5
100,ORD-1099,2021-09-28,West,Office Supplies,Paper,Corporate,140.64,39.56,0.0,5
101,ORD-1100,2022-04-01,South,Furniture,Bookcases,Home Office,288.62,51.51,0.3,1
102,ORD-1101,2022-04-07,East,Furniture,Tables,Home Office,569.84,51.54,0.3,7
103,ORD-1102,2022-12-28,South,Furniture,Tables,Home Office,79.23,20.59,0.1,4
104,ORD-1103,2021-09-09,East,Technology,Phones,Corporate,774.81,152.69,0.1,3
105,ORD-1104,2022-12-03,East,Furniture,Tables,Consumer,265.39,70.38,0.2,5
106,ORD-1105,2021-10-23,East,Technology,Accessories,Consumer,636.21,116.94,0.0,7
107,ORD-1106,2022-12-26,East,Furniture,Bookcases,Corporate,87.63,19.44,0.3,7
108,ORD-1107,2022-12-21,South,Technology,Accessories,Corporate,649.12,134.52,0.2,6
109,ORD-1108,2023-01-19,West,Technology,Phones,Home Office,784.85,130.93,0.1,7
110,ORD-1109,2021-12-04,South,Furniture,Bookcases,Home Office,560.68,186.83,0.0,7
111,ORD-1110,2023-05-29,West,Furniture,Chairs,Corporate,54.45,12.94,0.3,7
112,ORD-1111,2021-02-22,Central,Technology,Phones,Home Office,453.53,133.63,0.1,6
113,ORD-1112,2023-03-03,West,Technology,Phones,Consumer,114.01,9.03,0.2,2
114,ORD-1113,2021-08-05,West,Technology,Machines,Corporate,348.97,67.09,0.0,6
115,ORD-1114,2023-02-03,East,Office Supplies,Binders,Corporate,62.81,5.38,0.2,2
116,ORD-1115,2021-07-07,South,Office Supplies,Binders,Home Office,522.75,103.97,0.1,3
117,ORD-1116,2022-01-15,West,Furniture,Bookcases,Home Office,457.33,33.42,0.0,5
118,ORD-1117,2022-05-08,Central,Office Supplies,Storage,Corporate,433.61,102.95,0.1,4
119,ORD-1118,2021-02-10,Central,Technology,Phones,Corporate,466.49,56.84,0.3,5
120,ORD-1119,2021-06-06,Central,Furniture,Bookcases,Home Office,536.09,127.46,0.0,5
121,ORD-1120,2021-01-15,West,Technology,Machines,Consumer,500.37,72.68,0.1,3
122,ORD-1121,2023-03-24,East,Technology,Machines,Home Office,698.68,14.02,0.1,5
123,ORD-1122,2021-03-06,Central,Furniture,Tables,Consumer,432.57,103.72,0.3,3
124,ORD-1123,2023-05-07,East,Technology,Machines,Consumer,798.39,-19.32,0.3,1
125,ORD-1124,2023-04-19,South,Technology,Phones,Consumer,333.51,64.68,0.0,4
126,ORD-1125,2022-06-05,West,Technology,Accessories,Corporate,787.59,37.42,0.1,7
127,ORD-1126,2021-12-10,East,Technology,Machines,Corporate,348.66,94.03,0.0,1
128,ORD-1127,2021-05-09,West,Office Supplies,Storage,Consumer,106.17,11.58,0.1,2
129,ORD-1128,2022-10-10,East,Office Supplies,Binders,Consumer,251.12,49.4,0.1,1
130,ORD-1129,2022-04-17,Central,Technology,Phones,Home Office,730.06,86.39,0.2,1
131,ORD-1130,2021-03-04,South,Technology,Machines,Corporate,325.47,8.29,0.3,2
132,ORD-1131,2021-05-19,Central,Technology,Machines,Home Office,642.43,49.35,0.0,6
133,ORD-1132,2022-05-14,West,Office Supplies,Storage,Consumer,786.22,214.97,0.2,3
134,ORD-1133,2022-08-16,East,Office Supplies,Paper,Corporate,724.9,50.82,0.1,4
135,ORD-1134,2022-01-27,East,Furniture,Chairs,Consumer,70.69,17.16,0.3,7
136,ORD-1135,2022-11-06,West,Technology,Accessories,Consumer,199.84,28.74,0.2,2
137,ORD-1136,2022-02-23,East,Office Supplies,Paper,Consumer,56.62,6.58,0.0,1
138,ORD-1137,2021-10-16,South,Furniture,Chairs,Consumer,766.67,49.86,0.3,5
139,ORD-1138,2022-01-14,West,Office Supplies,Paper,Corporate,511.23,130.43,0.2,3
140,ORD-1139,2023-02-12,South,Furniture,Bookcases,Corporate,485.87,49.64,0.0,2
141,ORD-1140,2022-05-05,East,Furniture,Chairs,Corporate,421.89,96.53,0.1,3
142,ORD-1141,2021-08-19,South,Furniture,Tables,Home Office,656.35,135.79,0.1,5
143,ORD-1142,2021-02-10,East,Office Supplies,Storage,Home Office,438.84,139.76,0.0,5
144,ORD-1143,2021-01-28,East,Technology,Phones,Home Office,91.36,15.29,0.0,3
145,ORD-1144,2021-05-15,East,Office Supplies,Binders,Home Office,121.02,7.66,0.0,2
146,ORD-1145,2021-07-20,West,Office Supplies,Storage,Corporate,692.46,102.98,0.0,1
147,ORD-1146,2023-04-20,South,Technology,Phones,Home Office,449.67,33.46,0.2,4
148,ORD-1147,2023-02-19,East,Technology,Accessories,Consumer,310.7,52.42,0.3,2
149,ORD-1148,2021-02-02,West,Technology,Accessories,Home Office,435.43,50.53,0.0,5
150,ORD-1149,2021-02-17,South,Furniture,Chairs,Corporate,717.69,219.16,0.0,5
151,ORD-1150,2022-05-18,East,Office Supplies,Paper,Corporate,394.86,127.13,0.0,3
152,ORD-1151,2022-02-11,East,Office Supplies,Paper,Consumer,291.29,53.35,0.1,5
153,ORD-1152,2022-07-28,Central,Furniture,Tables,Home Office,228.28,40.26,0.1,4
154,ORD-1153,2022-12-29,Central,Furniture,Tables,Consumer,683.45,26.05,0.2,5
155,ORD-1154,2023-03-16,West,Furniture,Chairs,Corporate,672.87,221.39,0.0,4
156,ORD-1155,2021-04-09,East,Office Supplies,Binders,Corporate,502.52,38.58,0.1,5
157,ORD-1156,2022-11-15,East,Technology,Phones,Corporate,707.08,112.88,0.1,7
158,ORD-1157,2023-05-22,West,Furniture,Chairs,Consumer,664.14,176.65,0.1,5
159,ORD-1158,2022-12-27,East,Furniture,Tables,Corporate,599.94,-5.8,0.2,2
160,ORD-1159,2022-07-01,South,Technology,Machines,Home Office,669.06,85.38,0.0,2
161,ORD-1160,2023-01-09,East,Office Supplies,Binders,Home Office,243.89,28.76,0.1,1
162,ORD-1161,2022-09-05,South,Office Supplies,Paper,Consumer,512.81,52.82,0.2,5
163,ORD-1162,2022-04-07,East,Technology,Machines,Consumer,628.28,65.97,0.1,7
164,ORD-1163,2022-10-05,West,Furniture,Tables,Consumer,442.19,93.76,0.3,4
165,ORD-1164,2023-02-08,East,Office Supplies,Binders,Home Office,513.45,126.36,0.1,6
166,ORD-1165,2021-01-05,Central,Furniture,Tables,Consumer,751.04,143.64,0.3,4
167,ORD-1166,2021-08-06,Central,Furniture,Chairs,Consumer,254.75,71.66,0.0,1
168,ORD-1167,2022-05-18,West,Technology,Phones,Consumer,474.09,31.94,0.0,3
169,ORD-1168,2023-02-06,Central,Office Supplies,Storage,Home Office,684.88,213.71,0.1,5
170,ORD-1169,2022-02-02,South,Technology,Machines,Consumer,367.85,10.68,0.2,5
171,ORD-1170,2023-05-21,Central,Office Supplies,Binders,Home Office,319.22,18.08,0.0,6
172,ORD-1171,2023-03-06,South,Technology,Accessories,Consumer,310.03,59.25,0.3,2
173,ORD-1172,2022-01-28,Central,Technology,Phones,Home Office,20.8,2.12,0.1,5
174,ORD-1173,2021-07-26,Central,Office Supplies,Binders,Corporate,756.56,94.88,0.2,7
175,ORD-1174,2021-01-15,Central,Technology,Machines,Consumer,431.08,111.26,0.0,4
176,ORD-1175,2023-05-08,West,Office Supplies,Binders,Corporate,675.16,131.08,0.2,6
177,ORD-1176,2022-07-08,South,Furniture,Chairs,Corporate,122.44,33.7,0.2,4
178,ORD-1177,2023-06-11,West,Office Supplies,Storage,Consumer,44.42,14.8,0.0,5
179,ORD-1178,2022-04-06,Central,Office Supplies,Storage,Consumer,518.05,128.49,0.1,5
180,ORD-1179,2022-11-22,East,Furniture,Bookcases,Corporate,787.5,115.15,0.0,6
181,ORD-1180,2022-07-29,Central,Office Supplies,Storage,Consumer,199.36,21.95,0.0,1
182,ORD-1181,2023-05-14,West,Technology,Machines,Home Office,528.3,68.06,0.3,4
183,ORD-1182,2023-01-13,East,Technology,Phones,Home Office,389.1,3.02,0.3,1
184,ORD-1183,2021-08-29,South,Technology,Accessories,Consumer,697.53,67.03,0.0,3
185,ORD-1184,2022-07-18,East,Furniture,Tables,Corporate,678.93,-23.52,0.3,5
186,ORD-1185,2021-04-06,West,Technology,Machines,Home Office,122.37,39.59,0.0,2
187,ORD-1186,2023-06-19,Central,Furniture,Chairs,Corporate,500.99,79.47,0.1,6
188,ORD-1187,2023-01-04,South,Office Supplies,Binders,Home Office,111.5,25.89,0.0,4
189,ORD-1188,2022-04-30,Central,Technology,Phones,Home Office,355.64,31.18,0.1,4
190,ORD-1189,2022-02-11,Central,Technology,Phones,Home Office,70.08,8.25,0.1,2
191,ORD-1190,2021-08-19,South,Furniture,Chairs,Corporate,642.1,183.19,0.2,1
192,ORD-1191,2023-01-19,West,Technology,Phones,Home Office,29.06,6.51,0.1,2
193,ORD-1192,2022-10-17,Central,Office Supplies,Storage,Corporate,394.35,81.46,0.2,3
194,ORD-1193,2021-06-20,West,Office Supplies,Storage,Corporate,562.09,188.75,0.0,1
195,ORD-1194,2022-06-25,West,Furniture,Bookcases,Home Office,50.9,12.46,0.1,1
196,ORD-1195,2021-02-05,West,Technology,Accessories,Consumer,208.8,46.2,0.0,7
197,ORD-1196,2022-06-09,East,Furniture,Tables,Consumer,409.13,34.0,0.1,1
198,ORD-1197,2021-06-09,Central,Furniture,Tables,Consumer,456.53,110.65,0.3,1
199,ORD-1198,2023-04-19,East,Technology,Machines,Corporate,423.82,133.4,0.0,6
200,ORD-1199,2022-11-30,West,Technology,Machines,Home Office,45.9,3.09,0.3,7
201,ORD-1200,2021-08-31,West,Technology,Machines,Home Office,123.52,6.21,0.2,2
202,ORD-1201,2021-03-27,East,Office Supplies,Storage,Home Office,644.46,20.85,0.1,4
203,ORD-1202,2023-03-07,West,Office Supplies,Paper,Home Office,101.56,2.77,0.2,3
204,ORD-1203,2022-08-01,Central,Office Supplies,Paper,Home Office,44.64,9.15,0.1,7
205,ORD-1204,2022-11-13,East,Office Supplies,Binders,Home Office,442.21,132.91,0.1,2
206,ORD-1205,2022-07-11,East,Technology,Machines,Corporate,507.74,31.4,0.3,3
207,ORD-1206,2022-07-28,South,Office Supplies,Binders,Consumer,397.83,102.82,0.2,4
208,ORD-1207,2022-10-08,East,Office Supplies,Storage,Consumer,486.03,75.67,0.1,3
209,ORD-1208,2023-03-07,East,Technology,Phones,Corporate,51.79,9.3,0.3,3
210,ORD-1209,2021-01-28,East,Technology,Phones,Consumer,585.36,19.98,0.3,5
211,ORD-1210,2022-09-12,South,Furniture,Bookcases,Home Office,393.84,21.96,0.2,7
212,ORD-1211,2022-07-10,East,Office Supplies,Paper,Corporate,386.74,40.47,0.0,7
213,ORD-1212,2021-12-06,Central,Furniture,Chairs,Home Office,358.25,39.21,0.3,2
214,ORD-1213,2023-03-09,South,Furniture,Chairs,Consumer,36.27,2.12,0.2,1
215,ORD-1214,2021-11-27,South,Technology,Machines,Consumer,404.76,8.04,0.3,3
216,ORD-1215,2022-10-02,East,Technology,Phones,Consumer,192.04,5.61,0.1,1
217,ORD-1216,2022-05-21,West,Furniture,Bookcases,Consumer,675.55,209.75,0.0,7
218,ORD-1217,2021-12-14,East,Technology,Machines,Corporate,344.41,30.19,0.3,4
219,ORD-1218,2022-04-18,Central,Furniture,Chairs,Home Office,593.57,187.74,0.1,2
220,ORD-1219,2021-08-19,East,Office Supplies,Binders,Home Office,696.28,94.98,0.3,2
221,ORD-1220,2021-07-09,East,Furniture,Tables,Consumer,585.7,83.09,0.3,7
222,ORD-1221,2021-08-13,Central,Furniture,Chairs,Home Office,722.55,156.43,0.1,3
223,ORD-1222,2022-01-20,West,Office Supplies,Binders,Consumer,482.03,61.58,0.1,3
224,ORD-1223,2022-01-12,West,Technology,Accessories,Home Office,505.91,106.65,0.3,1
225,ORD-1224,2021-10-10,West,Furniture,Bookcases,Corporate,122.62,10.0,0.3,6
226,ORD-1225,2022-09-25,East,Furniture,Tables,Consumer,160.15,11.51,0.3,2
227,ORD-1226,2022-09-20,Central,Office Supplies,Storage,Consumer,161.16,11.4,0.0,1
228,ORD-1227,2023-01-15,Central,Technology,Accessories,Home Office,212.84,17.35,0.3,6
229,ORD-1228,2021-09-16,Central,Furniture,Tables,Corporate,421.56,104.88,0.0,7
230,ORD-1229,2021-12-25,East,Office Supplies,Storage,Corporate,147.55,12.34,0.2,4
231,ORD-1230,2022-12-11,West,Furniture,Bookcases,Corporate,221.34,11.67,0.0,1
232,ORD-1231,2022-04-01,South,Office Supplies,Storage,Home Office,623.31,49.24,0.3,7
233,ORD-1232,2022-02-15,Central,Office Supplies,Paper,Consumer,373.96,95.4,0.2,6
234,ORD-1233,2022-10-11,Central,Office Supplies,Binders,Corporate,152.41,23.57,0.1,4
235,ORD-1234,2021-11-14,East,Furniture,Bookcases,Consumer,666.53,123.19,0.0,3
236,ORD-1235,2022-11-08,West,Office Supplies,Paper,Home Office,759.9,76.08,0.0,4
237,ORD-1236,2021-08-13,West,Office Supplies,Binders,Consumer,315.9,66.63,0.2,5
238,ORD-1237,2023-03-30,West,Technology,Machines,Consumer,436.14,132.26,0.0,4
239,ORD-1238,2021-08-22,Central,Technology,Machines,Consumer,368.17,92.22,0.2,4
240,ORD-1239,2022-11-15,West,Technology,Accessories,Home Office,441.13,18.05,0.3,2
241,ORD-1240,2022-10-26,East,Furniture,Bookcases,Corporate,115.92,38.37,0.0,5
242,ORD-1241,2023-04-07,Central,Furniture,Bookcases,Consumer,519.2,65.24,0.2,5
243,ORD-1242,2022-01-09,Central,Technology,Phones,Corporate,89.07,18.01,0.0,6
244,ORD-1243,2022-11-03,Central,Technology,Phones,Corporate,556.8,142.53,0.3,3
245,ORD-1244,2022-08-31,South,Office Supplies,Storage,Consumer,23.85,2.79,0.1,5
246,ORD-1245,2022-04-17,West,Technology,Machines,Corporate,696.98,46.19,0.2,3
247,ORD-1246,2021-08-21,Central,Office Supplies,Binders,Corporate,401.3,48.02,0.3,7
248,ORD-1247,2022-11-23,West,Furniture,Tables,Corporate,43.38,4.04,0.0,2
249,ORD-1248,2021-04-23,West,Technology,Accessories,Corporate,177.45,6.87,0.2,5
250,ORD-1249,2023-04-10,South,Technology,Machines,Home Office,93.24,0.64,0.3,6
251,ORD-1250,2022-05-12,East,Technology,Phones,Corporate,697.15,67.34,0.1,1
252,ORD-1251,2022-03-18,East,Furniture,Chairs,Home Office,673.73,89.13,0.1,6
253,ORD-1252,2022-07-18,East,Office Supplies,Paper,Home Office,407.8,122.04,0.0,7
254,ORD-1253,2021-09-25,West,Office Supplies,Binders,Consumer,465.08,-2.82,0.3,1
255,ORD-1254,2022-05-25,Central,Technology,Machines,Consumer,557.83,128.4,0.0,7
256,ORD-1255,2023-03-18,Central,Technology,Accessories,Consumer,533.93,133.53,0.0,1
257,ORD-1256,2022-01-21,West,Furniture,Bookcases,Consumer,103.14,0.8,0.3,6
258,ORD-1257,2022-01-22,Central,Furniture,Bookcases,Consumer,268.13,46.14,0.0,5
259,ORD-1258,2021-04-23,East,Furniture,Bookcases,Corporate,630.26,86.1,0.0,3
260,ORD-1259,2022-09-05,South,Technology,Phones,Corporate,705.24,197.15,0.0,4
261,ORD-1260,2022-09-17,South,Office Supplies,Paper,Home Office,540.72,157.03,0.1,5
262,ORD-1261,2021-03-22,West,Furniture,Bookcases,Corporate,642.29,161.0,0.2,1
263,ORD-1262,2022-11-30,West,Furniture,Bookcases,Consumer,113.76,24.43,0.1,5
264,ORD-1263,2021-04-23,South,Furniture,Chairs,Consumer,273.18,39.05,0.3,7
265,ORD-1264,2021-01-02,South,Office Supplies,Binders,Corporate,562.46,70.05,0.3,1
266,ORD-1265,2022-10-04,South,Furniture,Bookcases,Corporate,205.28,37.63,0.0,6
267,ORD-1266,2021-08-08,West,Technology,Phones,Consumer,77.09,3.12,0.2,6
268,ORD-1267,2022-07-20,West,Furniture,Tables,Home Office,503.2,85.61,0.1,5
269,ORD-1268,2023-05-05,South,Technology,Machines,Home Office,693.4,148.49,0.3,4
270,ORD-1269,2023-01-06,East,Furniture,Tables,Consumer,40.0,2.11,0.1,5
271,ORD-1270,2021-08-13,West,Office Supplies,Binders,Consumer,331.08,40.99,0.0,4
272,ORD-1271,2022-01-20,West,Office Supplies,Binders,Corporate,494.17,61.68,0.3,6
273,ORD-1272,2022-02-07,West,Furniture,Chairs,Corporate,580.14,84.92,0.2,5
274,ORD-1273,2022-09-30,South,Furniture,Chairs,Consumer,172.71,44.73,0.2,5
275,ORD-1274,2021-05-10,East,Office Supplies,Paper,Consumer,720.46,177.53,0.0,3
276,ORD-1275,2021-02-22,South,Furniture,Tables,Corporate,67.01,12.98,0.0,3
277,ORD-1276,2022-11-15,West,Office Supplies,Paper,Home Office,99.11,23.31,0.0,5
278,ORD-1277,2022-12-31,East,Office Supplies,Binders,Home Office,242.2,65.12,0.2,4
279,ORD-1278,2022-11-03,East,Office Supplies,Paper,Corporate,440.55,-5.78,0.3,6
280,ORD-1279,2022-12-11,West,Office Supplies,Storage,Corporate,578.6,198.47,0.0,2
281,ORD-1280,2022-02-20,West,Technology,Machines,Consumer,115.07,3.1,0.2,4
282,ORD-1281,2021-09-04,East,Office Supplies,Storage,Consumer,161.52,17.02,0.0,7
283,ORD-1282,2023-04-16,East,Office Supplies,Storage,Corporate,103.36,7.81,0.1,4
284,ORD-1283,2022-03-15,South,Technology,Accessories,Corporate,351.13,91.93,0.1,1
285,ORD-1284,2021-07-22,Central,Furniture,Tables,Home Office,311.34,74.7,0.0,3
286,ORD-1285,2021-07-03,Central,Furniture,Bookcases,Consumer,22.02,5.85,0.1,6
287,ORD-1286,2021-05-03,South,Technology,Phones,Home Office,482.96,40.38,0.1,2
288,ORD-1287,2022-02-05,Central,Office Supplies,Storage,Corporate,156.32,47.2,0.0,1
289,ORD-1288,2023-02-06,West,Furniture,Bookcases,Consumer,204.76,28.79,0.0,3
290,ORD-1289,2021-10-21,Central,Technology,Machines,Home Office,683.92,130.13,0.2,2
291,ORD-1290,2021-10-07,East,Technology,Accessories,Corporate,617.99,96.12,0.1,2
292,ORD-1291,2023-04-17,South,Office Supplies,Binders,Corporate,139.33,37.77,0.0,2
293,ORD-1292,2023-06-03,East,Furniture,Bookcases,Consumer,388.86,30.61,0.0,5
294,ORD-1293,2022-09-02,West,Furniture,Bookcases,Corporate,520.74,11.38,0.3,3
